Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,user_review_count,product_review_count,vader_score,vader_sentiment,bert_sentiment,emotion,sarcasm,comprehend_sentiment
279454,B000BF10I0,A25D8S2ZU7IYQR,Richard Ahl,3,3,5,1232928000,The best breakfast sausage!,"Man, these are great. Unreal with maple syrup and pancakes. We have enjoyed them for over 15 years.",positive,1,16,0.8126,positive,positive,joy,de,POSITIVE
543409,B000RP37SA,A19HH1WBHDFKES,"K. McCulloch ""Kirsty A-F""",3,4,5,1296691200,My dog's favorite food!,"I have been feeding my dog, a Cavalier King Charles Spaniel, a raw or home-prepared diet since she was around 6 months old. She is now almost 4. At the beginning I fed a variety of ""high end"" kibbles and canned food like Orijen, Solid Gold, Merricks etc. She would have runny poop, crusty eyes and was never that into her food generally, she would not always eat it all, and I didn't like the idea of all the processing, the 5 million ingredients and I have general distrust of pet food manufacturers after all the recalls and problems there have been.<br /><br />When we switched to home cooked things got better, but when we switched to raw it was amazing! She very rarely has any issues at all (except when she eats a take out menu that comes under the door or something!), her coat is beautifully soft and shiny, lots of energy, perfect weight, no eye goop. I feed Sojo's very frequently, usually with beef, and alternate with various brands of ground raw patties like Stella and Chewy's, Primal, Nature's Variety, and whole raw chicken bones, and various organ meats, raw eggs, canned sardines (no salt packed in water), occassional healthy human leftovers like fruits, veggies, yogurt etc. I have also tried The Honest Kitchen mixes, which are good too, but I can tell that she likes Sojo's more. She will sit in the kitchen the whole time I am preparing a batch sniffing the air and getting excited. I mix up a big batch at once and store in pre-measured containers of four serves (two meals per day) in the freezer and thaw one in the fridge at a time. Sojos is very easy to use, even with the change to the calcium I do not find it especially messy and it is important to shake the bag before use to get an even distribution of all the ingredients. I have ordered it from Amazon and also from their own website (where shipping is also free) and have always found their customer service to be great. I am glad to support a small company that makes their high quality product in the USA. I am so glad that something that makes it so easy to feed dogs healthily is available.",positive,2,33,0.9975,positive,negative,disgust,de,MIXED
493139,B003TC7WN4,A2ZDOLIADXFMZX,Cathy,0,0,3,1297814400,OK,I thought the coffee tasted fine.  It was not strong enough for my husband.  Several of the pods burst during brewing.  I probably won't purchase this again.,neutral,9,453,-0.2268,negative,negative,anger,de,NEGATIVE
504303,B004YGQPAK,A2Y8IDC1FKGNJC,L. A.,0,0,1,1322265600,Would not recommend,"When a product has honey or vitamins in the title or description, people automatically think healthy.  These are not healthy at all and do not provide any extra energy.  They are full of high fructose corn syrup. It is easier and healthier to eat a spoonful of raw honey or take vitamins in pill form. Will not be buying or recommending to anyone.",negative,150,93,0.6533,positive,negative,neutral,de,NEGATIVE
342770,B000ET4SM8,AJT4I6QY0V7GK,2beagles=love,0,0,5,1216339200,Premuim Bourbon Madagasca Vanilla Beans,Received product in 3 days of ordering.  The beans were carefully packaged and wrapped.  I could smell the rich vanilla aroma even through the packaging.  I used the beans to make vanilla ice cream and it was a big hit with the family.,positive,2,176,0.6249,positive,positive,joy,de,POSITIVE
58874,B000LQHWVS,A3FDIE7RR4GE1F,"Gawaine ""gawaine""",4,4,4,1228435200,Product labelling?,"These are great. They won't cure cancer or solve world hunger, but they're good dragees.<br /><br />One complaint: They arrived in a plain, unlabelled plastic container. The legal disclaimer on the page here says (paraphrasing) ""Don't trust this web page, trust the product packaging, for ingredients, etc."" But there is no product packaging, no label.",positive,1,1,0.4224,positive,negative,disgust,de,MIXED
378878,B005ZBZLPI,A1934S3TZPRDII,"Karin A. Fulton ""bookie""",0,0,5,1331856000,excellent coffee,"I would recomend this coffee for anyone wanting decafe for their Keruig brewer, great taste.Great price and it ships fast. arrived in excellent condition too.  gp/product/B006IOKA9S/ref=cm_cr_rev_prod_title",positive,1,172,0.8316,positive,positive,joy,normal,POSITIVE
194396,B004INBOP0,A2SW83CAUBDQD6,"A. Hausmann ""compu-nerd""",0,0,5,1347840000,Ostrim Applewood Turkey Sticks,"These Ostrim Turkey Sticks are great! There are multiple flavors and though I like the Peppered best (I like hot and spicy foods), the Applewood also tastes very good and those who do not like spicy food at all should be pleased with the smoky flavor.  Ostrim products are also very low in calories and fat compared to similar products, and for a very comparable price; you are getting a healthy product for a good price.",positive,2,10,0.9673,positive,positive,joy,de,POSITIVE
306189,B003THQKXM,A103WGMGH35ZF7,sirsavealot,3,6,1,1316476800,plain,Item tasted plain and was crumbly. Did not taste at all like it is described. We were disappointed with product.,negative,9,72,-0.1531,negative,negative,disgust,de,NEGATIVE
54242,B001H0FI22,A3IYAP6830Y9TI,NY lady,1,1,4,1286582400,fabulous cappuccino!!,"Nescafe Dolce Gusto is truly a great coffee, easy to make, and better quality than any $5 cappuccino you get at a coffee shop. Buying the machine was the best investment ever, and these cappuccinos are now famous between all of my friends!! They all rather come over than go get a $5 one at a coffee shop.<br /><br />My husband serves has these in his office and clients are always impressed and happy to stay talking longer to enjoy the cappuccino.",positive,1,55,0.9844,positive,positive,surprise,normal,POSITIVE
479527,B0002I0GVS,A8CGSXG9LN8QF,"Juanetta ""Smart Shopper""",0,0,5,1299196800,Will Not Feed My Puppy Anything Else,"After adopting our lab/boxer mix, Nero, we quickly found out that he was very particular about what he ate.  We tried everything, but still he wouldn't eat.  We went for a couple of weeks like this.  We started worrying and even took him to the shelter/vet and asked what we should do.  They only said, ""don't worry, he will ear eventually.""  We tried everything from Eukanuba, to Science diet, you name it we probably tried it.  We ended up with a cupboard full of bags that had less than a cup of food taken out of each.  He eventually started eating a little, I guess just enough to have something in his stomach, but not nearly the amount he should be eating.  It was pretty stressfull, as this was our first time actually owning a dog.  It got to the point where we'd walk him, and people would comment about how skinny he was.  Sad, I know.<br /><br />Finally someone recommended we try Wellness.  Now, I will say that we were a little hesitant at first, because it was a bit on the pricey side.  And we really didn't know that much about pet food.  We figured, you know, he's a dog, so long as he's not eating table scraps, it shouldn't matter that much (read: we were very ignorant).  Boy were we wrong, and since then, we've come a long way.  After checking out the Wellness site and really doing some research, we decided that it was worth it.  So we bought a little bag to, you know, try it out.  Just in case Nero didn't like it.  To our surprise, he loved the stuff!  Scarfed it down like I've never seen him do before.  My boyfriend and I both stood there silently while we watched him eat a whole bowl of food for the first time.<br /><br />Needless to say, after that we went online and bought a whole 30-pound bag.  I love that my dog loves this stuff, and I love that it's also good for him.  I mean, this stuff is human-grade.  HUMAN GRADE!<br /><br />People are also always commenting on how good our dog looks, how shiny his coat is.  It's definitely noticeable that he's eating well.  We saw his sibling who, sadly, is still in the shelter, and you can tell the difference between the two dogs, just by looking at their coat, and I know it's because of Wellness.<br /><br />And because of that, I will NEVER feed my dog anything else. Ever!",positive,4,46,0.993,positive,negative,neutral,de,MIXED
520055,B002QTWTSE,AK26O0NHPW1QY,Erin DeRoo,1,1,5,1304726400,Yum!,"A healthy version of a childhood favorite. To make a complete meal for my son, I add in some veggie puree and he eats it up!",positive,1,6,0.7177,positive,positive,neutral,de,POSITIVE
374608,B000N33NSA,AHTVWZ3A4M76V,"Erica Keller ""methow girl""",0,0,5,1268956800,Vegan Heaven,"Don't worry, even if you're not Vegan these are awesome! In fact, I couldnt even tell they were vegan just tasted like an Oatmeal cookie with Chocolate Chunks, perfect for early mornings. I eat one in the morning on my way to work and I'm not hungry until about 2pm. I also take these on my long bike rides.  Great carbs, great taste and they really stick with you.",positive,2,26,0.969,positive,positive,neutral,normal,POSITIVE
431194,B001M050CA,A3JBZOWIZXLY3C,"CA  Native ""Mystery Lover""",0,0,5,1274140800,Nestle fat free hot cocoa mix,I really like Nestle non fat hot cocoa mix.It is low cal but still tastes good. I mix it with dry instant coffee and put in my  microwaved hot water. I used to buy the cocoa mix at the store and had to buy  the packets because the store didn't carry the canisters.<br />It is cheaper getting it through Amazon.com!!,positive,12,112,0.6985,positive,positive,neutral,de,POSITIVE
518892,B000NY6PHK,A1WY4R2BRG6NFC,nurse,1,1,1,1332201600,old product,"Don't buy this product., it is old and all the liquor is gone.I buy this product at an other company and they are fresh. Shall go back to them.",negative,1,2,0.3182,positive,negative,neutral,de,NEGATIVE
332674,B001EO6D1Q,A2M5ZKYR2IG161,Arvy,0,0,5,1267747200,"Flax Usa All Natural Milled Flax, 40-Ounce Canister (Pack of 2)","Good product, right price for the quantity. My local supplier stopped offering ground flax so I was happy to find it online.",positive,1,11,0.7152,positive,positive,joy,de,POSITIVE
45515,B0041NYV8E,A267FU71Z01CIH,"Kipp Poe Speicher ""Kipp Poe Speicher""",0,0,2,1335139200,Bad aftertaste,"Did not care much for it, it left a gritty coat in my throat and the taste left an aftertaste that was not very pleasant. Cold or hot either way I don't care for it.",negative,16,452,-0.8006,negative,negative,disgust,de,NEGATIVE
240470,B001VJ0B0I,A3JT29L4YFEIMJ,Fred Stephen,1,1,5,1344556800,purina beneful dog food,"i have 2 big labs.  they play hard, work even harder and are fed a high protein diet.  just wanted to suppliment there regular dry food with this stuff.  I DON'T LIKE TO WASTE MONEY ON DOG FOOD THAT THEY WILL NOT EAT.  so since this was free, why not try it  my dogs are also picky in what they choose to eat.  they themself's have elected NOT to eat sweets, even though i have offered it to them.  they don't eat crap like chips and popcorn.  so when i offered beneful to them they sniffed it, then took only ""1"" kibble.  they rolled it around in their mouth and then finally chewed it.  yes my dogs do this with new food introduced to them.  they then preceeded to SCARF this dog food up and even wanted more.  even though my dogs eat their vegetables,( they prefer baked califlower) i will now on add a cup of beneful to their dry food.  reading the label, this food is a good additive to a high protein diet for your dog.  hey 2 champion hunter/tracker/service dogs can't be wrong---WOOF",positive,13,479,0.9094,positive,negative,neutral,de,MIXED
38575,B003GSK4CW,A1IKOG44PHFNYS,Brigitte Hoch,0,0,5,1341532800,Great deal!,"After purchasing a 6-pack of Torani syrups, I realized pumps would make everything much easier and cleaner. I was ecstatic to find that not only did Torani offer their own brand of pumps, but they were also offered in a multi-pack!<br /><br />The one downside of this is they sell their syrup packs in quantity 6 and the pumps are sold in a pack of 5. No big deal if you don't mind holding out on a flavor to use later on.<br /><br />The pumps feel very durable like they will last many uses. I have almost gone through my pack of syrups, and there is no question the pumps will be used on the next set.<br /><br />This item is highly recommended if you use Torani syrups.",positive,30,41,0.4403,positive,positive,joy,normal,MIXED
17146,B001NJJOCW,A2DAI8CEW40QHG,Christina,0,0,4,1341878400,Pretty good,"I liked the variety and it tastes good and is very easy to make. This is awesome for college students who don't have access to a kitchen but it's also good because it's such a quick snack.<br /><br />The downside is that the bowls are very small. It could probably be a meal for kids but for adults, it's more a snack unless you decide to eat more than one but if you decide to, the box disappears quickly.",positive,3,5,0.6953,positive,positive,joy,de,MIXED
517488,B000JGLE0U,A15ZIHU29F8VF9,frequent shopper,0,1,5,1280188800,My dads favorite birthday gift!!!!,I buy this every year for my dad's birthday.  Thankfully I found it here on Amazon this year.  My previous suppliers stopped carrying this product.  These cakes are so delicious and my father really looks forward to receiving them every year.  This last time I called to see if he got the cakes and the card I mailed out.  He said I got the cakes and that's all that mattered.  lol!,positive,1,36,0.8868,positive,positive,joy,de,POSITIVE
92931,B004YV80OE,A1HM4GGGNKZ37B,"Sarah Banks ""sarahlen1980""",0,0,5,1315094400,velveeta cheesy skillets: chicken & broccoli,"If you are a fan of Velveeta Mac & Cheese, you will likely enojy this product. I have always loved Velveeta, so it makes sense that I would like the new cheesy skillet dinners. It's not 5 star dining, but it's easy in a pinch. I just added a pound of chicken & had a complete dinner.<br /><br />On the other hand, if you don't care for Velveeta Mac & Cheese, you will disklike this product. You either love or hate Velveeta. I know several people who would never touch anything labeled Velveeta & some who would eat an entire box of Mac & Cheese in one sitting. Personally, I am really looking forward to trying the other flavors.",positive,8,292,0.8836,positive,negative,anger,de,MIXED
125970,B003P9XG72,A2GO6XYNYJ4EEJ,"K. East ""Kaegirl""",1,2,5,1285113600,my pups wouldnt eat it,My 4 month of yorkie pups refused to eat this food. they like other Blue Buffalo products but not this one,positive,1,4,0.0387,neutral,negative,anger,de,NEGATIVE
423474,B005VOONGM,A2LUM8T4MTYTYL,Anthony Fuller,0,2,1,1326844800,Not ESE pods!,It is not obvious from the product description but these are NOT single serve ESE-type espresso pods.  They do not fit in our Krups espresso machine at all.,negative,11,288,-0.395,negative,negative,neutral,de,NEGATIVE
76403,B001HTKOWC,A31Z6A9QECVMCN,"C. OKeefe ""1337""",2,2,5,1207526400,Best Tea,This is definitly my favorite chai tea. Not too expensive and very tasty! The chai black tea is also quite wonderful.,positive,9,206,0.8066,positive,positive,joy,de,POSITIVE
488422,B0013A0QXC,A2N8TJHIBXPIJZ,Christina Davidson,0,1,2,1261785600,Mixed Feelings,"This is an attractive machine, looks good in my kitchen.  My husband and I use different coffees and love the convenience of having whatever brew we need available, cup by cup.  It's easy to operate, the coffee smells good and tastes good.  Having said that, here's the downside.  It's not very well made.  It has been recalled for some electrical difficulty that could have been disastrous and the replacement broke down within months.  I am now on my fourth or fifth one and if this one goes bad in the next two years or so I am going shopping for another brand.  Sometimes I think I keep buying them just because it's so fast, efficient and pleasant to deal with Amazon.",negative,2,542,0.8792,positive,negative,sadness,normal,MIXED
186453,B001L4JH5I,AOB5K7FI7ZYCR,J. R. May,0,0,4,1303603200,Helpful start to a GFCF diet,This was recommended by another mother.This works well for making bread (it comes out more like rustic beer bread type texture) and for making pizza crust. I have not tried other recipes with this yet. The only downside is that it is rather gooey in texture while mixing the batter. It will run up the beaters or inside the mixer blade. You must eat within two days as it has a short shelf life due to no perservatives. Also did not know until I bought it that there is a possible cross contamination with casein possibility. Luckily my son only has an intolerance. No allergies.,positive,1,182,0.5563,positive,negative,neutral,de,MIXED
433510,B001XWNELQ,A1CAYKKGG0TXBR,"M. Martin ""Jude""",4,4,5,1263513600,Love!,I love Frontier Brand/Simply Organic Spices. These spices are fresh & pure. This spice diffinitely adds just what is needed to make yummy foods for my family & me. I buy different kinds of Frontier spices/Simply Organic spices from Amazon-they have the best prices!,positive,2,5,0.937,positive,positive,joy,normal,POSITIVE
544705,B001P3PR54,A14UKVSX2VDNAZ,F. Schenck,3,4,5,1300924800,Singing dogs for these C.E.Ts!,"I have two Chinese Crested Hairless dogs and one chihuahua (NYCNakedSirens dot com) that hate having their teeth brushed (but we still did it anyways, dental gel on a q-tip three times a week). Pearly whites are important on camera. We just tried these C.E.T chewies and I am SO thrilled by what  an amazing improvement has taken place beyond what the dental gel had ever achieved.  Apparently, the C.E.T. does something that cleans bacteria right up under the gumline too.<br /><br /> I am extremely grateful that the designers of the product deliberately attended to solving the ""choking"" risk.<br /><br />And best of all, the dogs just LOVE them.( I mean, let's talk about dogs being descended from wild wolves here now!!<br /><br /> :)<br /><br /> I just wish the packaging were environmentally-friendly or even a cardboard box.",positive,1,220,0.9911,positive,positive,joy,normal,POSITIVE
325404,B006OCBDH2,A1V7HSS48TD1JX,55808,0,0,1,1343779200,PRICE,Why would anyone pay 59.99 for a case of 24 when u can buy them at your local Walmart for .99 a piece and it is the same size and ounces??,negative,1,1,-0.1926,negative,negative,surprise,de,NEGATIVE
114616,B004DIUYO2,A15VHPHU0V8GOH,"Judith A. Weller ""jw1917""",2,3,1,1324598400,Rip Off - Not Juice,This a real ripoff. It says is is grapefruit juice but after you order it and get the product. Look at the Label  -- it is ONLY 35% Juice. They should tell you that it only 35% juicce but they hide that fact--<br /><br />This is lying in advertising - it is not really Juice. AVOID THIS PRODUCT LIKE THE PLAGUE.,negative,4,2,0.2856,positive,negative,neutral,de,NEGATIVE
182980,B000PMHLZK,A2YKWYC3WQJX5J,"Shannie ""Shan""",4,4,4,1251331200,Has most of what you want in a Jerky...,"...in that it's chewy, beefy, and has a long shelf life. Jack Link's Peppered jerky is a tad too peppery for my liking, so I expected the teriyaki flavor to be just as robust. Instead, it is mild. Still really good, however! One word of caution, although it's addictive, eat in moderation, or your sodium levels will be off the chart.",positive,83,78,0.8217,positive,positive,neutral,de,MIXED
550356,B001SAXPEO,A2C18CH1YC6BYT,Sophie,0,1,4,1314403200,Crisp,"I love these chips, which is why I bought them, to stock up for the entire school year. The chips taste great, and packages were all sealed and in good condition when the arrived. The box on the other hand was in tatters, with holes and complely squished... I don't know if that was a result of customs or the voyage, but to receive it was a bit disgruntling given it was falling apart. Luckily, there were no victims within. All the chips are as they should be.",positive,29,216,0.9216,positive,negative,disgust,normal,MIXED
451483,B000BF54O6,A1CEMGD1RQIV2L,Joel,0,1,5,1215388800,Make best Veggie Burger,I love the products by Worthington and the Burger is a great product and my wife uses it in tons of dishes and I love my subcription ordering.,positive,1,36,0.926,positive,positive,joy,de,POSITIVE
410295,B000084EZ4,A1IEV9LXZ74XHQ,"stayingfocused ""amanne""",2,2,5,1294531200,"Pricey, but well worth it","There is a feline diabetes epidemic out there.  My cat was self-feeding dry food (Purina Urinary Tract Health) which has a huge proportion of cereal carbs.  When she developed diabetes the vet advised adding Science Prescription Diet DM wet canned foot to augment the dry.  She needed less and less insulin and finally we were told she didn't need it at all. Still letting her self-feed the Purina dry foot while feeding her the wet canned, she had a relapse.  I decided to toss the Purina and just feed her the wet food and she's been fine for almost a year now.  I'm hoping she'll remain diabetes-free for the rest of her life.<br /><br />The Wellness food, labeled ""Core,"" is very low carb and both my cats love it!  It contains a lot of water (""no more than 78%"" is what the label says -- kinda expensive way to keep your cats in water ;)<br /><br />I justify the expense by accepting that my cat would be needing $100 vials of insulin, plus frequent vet checks of her blood. Instead I'm spending the money on food.<br /><br />As a side note, our other cat without diabetes loves this food, too.  She had urologic problems, was always licking herself, and used to smell really, really bad. She's doing super now and I attribute it to the wet, cereal-free food.<br /><br />I highly recommend working with your vet to wean your cat off dry cereal foods, especially if they're diabetic.  The Wellness canned food is fantastic and might save your kitty's life!",positive,11,151,0.9657,positive,negative,neutral,de,POSITIVE
369183,B000FIDLNU,A1JCA9ESV0P6NO,L. Lynelle,0,1,4,1218412800,The only cereal with enough protein for the Zone,"I love cereal and couldn't have it on the Zone diet. This was a great find because I also like the taste--no protein powder yuckiness. None of the grocery stores carry it where I am, so I was happy to find it--at a better price!--here.",positive,1,25,0.9581,positive,negative,joy,de,POSITIVE
147174,B000LQJT3C,AP07HN2DYZOL4,Roger,0,0,5,1348963200,Excellent,"Great price, however, I over estimate what I can eat.  A whole box is just too much for my family of 3 members, end up giving it away to the neighbors.",positive,2,10,0.7579,positive,negative,neutral,de,MIXED
496802,B005HG9ET0,A2V92F5R7MLCVI,"wogan ""the book reader""",0,0,4,1345939200,Water water,"This water is very refreshing - meaning it does have a nice `no-taste'. It's a bit better than my tap water; but luckily I live in an area where the water always comes out very high on `taste tests'.<br />It is refreshing and a bit clearer tasting but as for being worth paying a price for when good reliable tap water is available, I have my doubts. If you are not sure your water is good then this might be a better alternative; but quite frankly on an environmental scale of avoiding an overabundance of plastic bottles, I would rather see it sold in bigger containers where a consumer could refill their own - traveling is another matter.<br /><br />As for the ph. of 9,5...Pure distilled water contains an equal number of H+ and OH- ions and is considered neutral (at pH 7), neither basic nor acidic. It might pay you in the long run to see what your local water's ph. is. Ours is ph. 8. I'm not sure if that little bit in a ph. difference would matter. It seems as if most of the claims this company makes for its water would be cured by drinking more of any good clean water - which granted this is, it just costs more than good tap water.",positive,23,387,0.9778,positive,positive,joy,de,POSITIVE
240705,B003D4F0UU,A1YUL9PCJR3JTY,"O. Brown ""Ms. O. Khannah-Brown""",2,3,3,1310515200,Flavored Commercial Tea,"***<br />Stash's Lemon Ginger Caffeine Free Herbal Tea is a basic lemon ginger tea, tasting strongly of ginger, full of flavorings, and oddly, even contains soy. This is one of the better commercial highly processed, non-organic teas. I much prefer organic teas that are made without artificial flavorings and certainly without soy, but if you are not picky about herb teas, and are looking something very strongly flavored as an introduction to the world of teasans and decaffeinated beverages, this would be fine. If you like your tea more subtle, with true pure tastes, and can discern complex differences between natural and commercial teas, then this definitely is not for you, and I would recommend any Numi tea, Yogi Tea, Traditional Medicinals, or even Stash's organic line of teas (which comes in a wonderful Lemon Ginger Organic Tea!)<br /><br />Stash Lemon Ginger Tea contains ginger root, lemongrass, lemon flavor, safflower, hibiscus, citric acid, and soy.<br /><br />Unfortunately, nothing special.<br />***",neutral,410,15,0.9862,positive,positive,neutral,de,POSITIVE
235463,B001M1GOJW,AJWALIXT9GLXP,Ronald L. Cooper,0,0,5,1345075200,Best Licorice,"This is, by far, the best black licorice in the world.  We're delighted with the product and recommend it highly.",positive,1,2,0.875,positive,positive,joy,de,POSITIVE
9978,B001CGTN1I,A33EEIG3MMMR90,R. Sturdivant,3,32,2,1301184000,For the birds,I was surprised by the number of 5 star reviews of this product. Its a tiny gritty seed that gets stuck in every corner of your mouth and the taste is like nothing. Kind of like poppy seeds but with out the taste. I finally ask myself why am I eating this annoying seed and put it out back in the bird feeder unfortunately they don't seem to like it much either.,negative,14,74,-0.8691,negative,negative,surprise,de,NEGATIVE
273812,B001EO7KZO,ASA2CA8FO0OJC,Mary Risner,1,1,5,1266451200,creme brulee cheese ball,"This is an excellent cheese ball, easy to make. Delicious with animal crackers or graham crackers.",positive,1,1,0.8834,positive,positive,neutral,de,POSITIVE
151250,B0026LFEXY,A1ZU55TM45Y2R8,J. Haggard,0,1,5,1329264000,"Dogs love them, a lot of treats!","I have 2 dogs, one is a small chihuahua and one is an older sheltie. The small dog eats these things like crazy, loves them. The older dog has few teeth left (she was abused and we rescued her). A lot of treats we buy are to hard for her to eat but these are the right texture and hardness. She can chew them up and she loves them as well. Perfect for giving to the dogs after they use the bathroom.<br /><br />The value is great. I didn't really think about how many boxes 6 of these were but the deal is that much better when you actually see how many treats you have. It's an amazing amount and I'm set with treats for a few months at least!<br /><br />Great deal, I will be placing a new order when I start running low.... But that will be a long time!!<br /><br />I uploaded a picture so you can see how much the little dog loves these thing!",positive,32,18,0.9937,positive,positive,neutral,normal,POSITIVE
230094,B000WB1YSE,A3HL3HVY5EIQ13,Alice in Wonderland,1,1,4,1320105600,Green Tea,"I find Kirkland Green Tea to be a very nice smooth tasting tea.<a href=""http://www.amazon.com/gp/product/B003IB2O7K"">Kirkland Signature Ito En Matcha Blend (Green Tea), 100% Japanese Green Tea Leaves, 100 Tea Bags</a>",positive,1,157,0.4754,positive,positive,neutral,normal,POSITIVE
459386,B001EO5TGQ,A7BO1FF6K0PEA,Trini,0,0,4,1334880000,It's okay,Not really the best tea but not awful either. It is good if you just feel for a cup of tea and don't have anything else.,positive,12,103,0.6987,positive,positive,disgust,de,MIXED
488978,B005K4Q1YA,A3LR4FKPQO0ZJA,TEKY,0,0,5,1319673600,YUMMY,ABSOLUTELY DELICIOUS!!!  CREAMY...NOT TOO SWEET...SUBTLE FRENCH VANILLA FLAVOR.....YUMMY. HAVE HAD A 24 CT BOX IN OUR OFFICE FOR A WEEK AND THEY'RE NEARLY GONE. EVERYBODY LOVES IT.,positive,4,541,0.9147,positive,positive,joy,normal,POSITIVE
199889,B001E52VJS,A1ZBTS399W5K9N,KLTann,0,3,1,1338508800,Crystal Light Energy - never again,"I was looking for something to give me some extra energy for my workout and tried Crystal Light Energy - Wild Strawberry. What a mistake. While it tasted great and gave me the energy boost I wanted for my workout, after my workout I was still very jittery and felt out of it. It also started to make me feel sad and irritable! This feeling lasted for another 12+hours after my workout. I wasn't able to get to sleep until 4:00 in the morning and only slept for about 45 minutes. I drank this product with 17 oz of water and lots of ice so it's not like I didnt have enought water to help dilute it. I drank it at 1:30pm and it lasted until 4:00am when I was finally able to fall asleep for a little. I threw out the rest of the product and will never try it again. Very scary and uncomforable experience. I only gave it one star for the taste and because I had to - no option to give no stars!!!",negative,1,49,-0.5588,negative,negative,anger,normal,NEGATIVE
131911,B000CQIDHY,A1OQJ144D0Z040,"DavidZeb ""davidzeb""",0,0,5,1328140800,Delicious!,"Everytime I brew this in the office, co-workers come up to me asking what smells sooooo good!  This is really a very nice tea!",positive,8,209,0.7808,positive,positive,joy,de,POSITIVE
395098,B002AUF0Q2,A3G23AZCVDXHBZ,"Jaclyn D. Godlewski ""Toothfairy""",0,0,5,1301788800,Glutenfreeda's Instant Oatmeal,This is an easy to make and great tasting oatmeal.  It is almost hard to believe it is gluten free.,positive,9,64,0.8805,positive,positive,surprise,de,POSITIVE
500534,B003QNLUTI,A1IOSSMG1CLUCB,"Barbara  Murray ""grandma""",0,0,5,1289606400,5-Hour Extra Strength Berry,Does what it says...it's an energy drink but so is coffee.  Unlike coffee you can carry it to class and take it when you need it.,positive,7,411,0.1406,positive,positive,neutral,de,POSITIVE
149750,B000EY3OMS,A32GH1JSXB4C3N,JJ,4,4,5,1285286400,The World's Best Mustard,"Tangy and flavorful, this mustard beats any other I have tried, and I am a stone-ground mustard enthusiast. Great big mustard seeds lend a satisfying pop to the mustard. It has no harsh radishy heat, as many dijon-style mustards do. Just a balanced and satisfying mustard flavor. It's great as a base for vinaigrettes, or you can add it to pan sauces for chicken. Great on sandwiches or sausages. Produced by a sweet little company in Oregon. And it's vegan! I always add a 6pack of these to orders that are under $25 to qualify them for free shipping!",positive,1,17,0.9836,positive,positive,neutral,normal,POSITIVE
319942,B000UBL0UI,AUU35LXI1I20R,"Carolina T. Khan ""Daycare Provider""",0,0,5,1257984000,Senseo Coffee,"A smooth full flavor coffee, with a rich,frothy layer and creamy taste right in your own kitchen. Fresh aroma from the bag straight into your daily morning cup. I enjoyed every sensational cup filled to the rim. Delivered right to my door without the hassle of shopping for it in a grocery store. And at a great price too.",positive,1,42,0.891,positive,positive,joy,normal,POSITIVE
486602,B0014AUJII,A1WZY9GOEE7IAZ,alidep,0,0,5,1309219200,Very Good!,"The tea taste is very good, I've taken it yesterday for the first time. I'm taking it because of my pregnancy, many friends told me about its precious toning for the uterus.",positive,25,171,0.8748,positive,positive,joy,de,POSITIVE
485565,B001RVFERK,AIKM0N5G1L82S,laceymom,0,0,5,1289606400,New Favorite Chips,"There is no comparison to those other ""low fat"" chips.  These are the best I've tasted bar none.  Can't wait til they are sold in more local stores!! Awesome.",positive,9,562,0.7813,positive,positive,joy,de,POSITIVE
224397,B004IJFZ54,A1Z7CIM8PAPVOX,kelly,0,0,5,1316563200,Awesome cookies!!,Ordered these on sale and they are awesome!  I've only tried the chocolate chip ones but they are very good!!  Lots of cookies in each bag  enough for me and my toddler).  You won't find a better animal cookie than these!  I will order them everytime they go on sale from now on!,positive,11,94,0.7094,positive,positive,joy,normal,POSITIVE
304668,B001BM01BE,ACDC5X61JY0NL,"L. Mccormick ""everyday consumer""",1,1,5,1262822400,"Super taste sensation, not too hot, but spicy enough for children to crave","If you cannot tolerate extremely hot spicy chips, but like some zing with the crunch then these chips are made for your enjoyment. I purchased these around the holidays and they were truly enjoyed by many guests. Yes, I will be purchasing these chips again because they are really good for you being organic, and affordable.",positive,19,126,0.9829,positive,positive,neutral,normal,POSITIVE
337926,B001CAXRSE,A79G73UDP2DZD,Lesley Jane Bhadresa,5,6,1,1270252800,Total Letdown!,"This toy is a waste of time. One can only assume that there is great educational value if the seeds germinate, which they did not. All instructions were followed and the toy was placed in an ideal place, still, nothing.  I would buy the seeds yourself and let your little one help plant them without the use of the dome. Simply use sandwich bags and an elastic band to create small greenhouses.<br /> A WASTE OF MONEY!",negative,1,5,0.8116,positive,negative,disgust,de,NEGATIVE
64109,B000ITUEDQ,A3CMCO096MI3TT,"Bonnie ""Bonnie""",1,1,5,1185753600,quick lunch,These little cans of tuna spread are great for a snack or the start of a quick lunch.  The flavor and texture are good.  Keep a few of these cans and some crackers in your desk and you'll be set for those busy days at work.,positive,2,2,0.7906,positive,positive,neutral,de,POSITIVE
218215,B000NAZQLA,AKB1NK29ME964,Roland Conde,2,2,5,1204848000,Delicious,"I use this often in my oatmeal in the morning, or occasionally in my tea.  Very earthy taste, don't need to much to get it just right.",positive,1,4,0.0,neutral,negative,neutral,de,POSITIVE
